8 1	 73   8.713565e+02   4.112931e-06
8 1	 74   8.713608e+02   3.948433e-06
8 1	 75   8.713651e+02   3.792593e-06
8 1	 76   8.713691e+02   3.644846e-06
8 1	 77   8.713730e+02   3.504675e-06
8 1	 78   8.713768e+02   3.371601e-06
8 1	 79   8.713804e+02   3.245179e-06
8 1	 80   8.713838e+02   3.125000e-06
8 1	 81   8.713872e+02   3.010682e-06
8 1	 82   8.713904e+02   2.901873e-06
8 1	 83   8.713935e+02   2.798245e-06
8 1	 84   8.713965e+02   2.699492e-06
8 1	 85   8.713994e+02   2.605333e-06
8 1	 86   8.714022e+02   2.515502e-06
8 1	 87   8.714049e+02   2.429754e-06
8 1	 88   8.714075e+02   2.347859e-06
8 1	 89   8.714100e+02   2.269603e-06
8 1	 90   8.714124e+02   2.194787e-06
8 1	 91   8.714148e+02   2.123224e-06
8 1	 92   8.714170e+02   2.054738e-06
8 1	 93   8.714192e+02   1.989167e-06
8 1	 94   8.714214e+02   1.926355e-06
8 1	 95   8.714234e+02   1.866161e-06
8 1	 96   8.714254e+02   1.808449e-06
8 1	 97   8.714274e+02   1.753092e-06
8 1	 98   8.714293e+02   1.699972e-06
8 1	 99   8.714311e+02   1.648976e-06
8 1	100   8.714328e+02   1.600000e-06
10 1	  6   1.324556e+03   7.407407e-03
10 1	  7   1.334596e+03   4.664723e-03
10 1	  8   1.341113e+03   3.125000e-03
10 1	  9   1.345580e+03   2.194787e-03
10 1	 10   1.348776e+03   1.600000e-03
10 1	 11   1.351140e+03   1.202104e-03
10 1	 12   1.352939e+03   9.259259e-04
10 1	 13   1.354338e+03   7.282658e-04
10 1	 14   1.355449e+03   5.830904e-04
10 1	 15   1.356345e+03   4.740741e-04
10 1	 16   1.357078e+03   3.906250e-04
10 1	 17   1.357686e+03   3.256666e-04
10 1	 18   1.358195e+03   2.743484e-04
10 1	 19   1.358626e+03   2.332702e-04
10 1	 20   1.358994e+03   2.000000e-04
10 1	 21   1.359311e+03   1.727675e-04
10 1	 22   1.359585e+03   1.502630e-04
10 1	 23   1.359825e+03   1.315032e-04
10 1	 24   1.360035e+03   1.157407e-04
10 1	 25   1.360220e+03   1.024000e-04
10 1	 26   1.360385e+03   9.103323e-05
10 1	 27   1.360531e+03   8.128842e-05
10 1	 28   1.360662e+03   7.288630e-05
10 1	 29   1.360780e+03   6.560335e-05
10 1	 30   1.360886e+03   5.925926e-05
10 1	 31   1.360982e+03   5.370750e-05
10 1	 32   1.361070e+03   4.882813e-05
10 1	 33   1.361149e+03   4.452236e-05
10 1	 34   1.361221e+03   4.070832e-05
10 1	 35   1.361288e+03   3.731778e-05
10 1	 36   1.361349e+03   3.429355e-05
10 1	 37   1.361405e+03   3.158747e-05
10 1	 38   1.361457e+03   2.915877e-05
10 1	 39   1.361504e+03   2.697281e-05
10 1	 40   1.361549e+03   2.500000e-05
10 1	 41   1.361590e+03   2.321499e-05
10 1	 42   1.361628e+03   2.159594e-05
10 1	 43   1.361663e+03   2.012401e-05
10 1	 44   1.361696e+03   1.878287e-05
10 1	 45   1.361727e+03   1.755830e-05
10 1	 46   1.361756e+03   1.643791e-05
10 1	 47   1.361783e+03   1.541084e-05
10 1	 48   1.361809e+03   1.446759e-05
10 1	 49   1.361833e+03   1.359978e-05
10 1	 50   1.361855e+03   1.280000e-05
10 1	 51   1.361876e+03   1.206173e-05
10 1	 52   1.361896e+03   1.137915e-05
10 1	 53   1.361915e+03   1.074713e-05
10 1	 54   1.361933e+03   1.016105e-05
10 1	 55   1.361950e+03   9.616829e-06
10 1	 56   1.361966e+03   9.110787e-06
10 1	 57   1.361981e+03   8.639635e-06
10 1	 58   1.361995e+03   8.200418e-06
10 1	 59   1.362009e+03   7.790475e-06
10 1	 60   1.362022e+03   7.407407e-06
10 1	 61   1.362034e+03   7.049048e-06
10 1	 62   1.362046e+03   6.713437e-06
10 1	 63   1.362057e+03   6.398797e-06
10 1	 64   1.362067e+03   6.103516e-06
10 1	 65   1.362078e+03   5.826127e-06
10 1	 66   1.362087e+03   5.565295e-06
10 1	 67   1.362097e+03   5.319803e-06
10 1	 68   1.362105e+03   5.088541e-06
10 1	 69   1.362114e+03   4.870491e-06
10 1	 70   1.362122e+03   4.664723e-06
10 1	 71   1.362130e+03   4.470385e-06
10 1	 72   1.362137e+03   4.286694e-06
10 1	 73   1.362144e+03   4.112931e-06
10 1	 74   1.362151e+03   3.948433e-06
10 1	 75   1.362158e+03   3.792593e-06
10 1	 76   1.362164e+03   3.644846e-06
10 1	 77   1.362170e+03   3.504675e-06
10 1	 78   1.362176e+03   3.371601e-06
10 1	 79   1.362182e+03   3.245179e-06
10 1	 80   1.362187e+03   3.125000e-06
10 1	 81   1.362192e+03   3.010682e-06
10 1	 82   1.362197e+03   2.901873e-06
10 1	 83   1.362202e+03   2.798245e-06
10 1	 84   1.362207e+03   2.699492e-06
10 1	 85   1.362211e+03   2.605333e-06
10 1	 86   1.362216e+03   2.515502e-06
10 1	 87   1.362220e+03   2.429754e-06
10 1	 88   1.362224e+03   2.347859e-06
10 1	 89   1.362228e+03   2.269603e-06
10 1	 90   1.362232e+03   2.194787e-06
10 1	 91   1.362235e+03   2.123224e-06
10 1	 92   1.362239e+03   2.054738e-06
10 1	 93   1.362242e+03   1.989167e-06
10 1	 94   1.362246e+03   1.926355e-06
10 1	 95   1.362249e+03   1.866161e-06
10 1	 96   1.362252e+03   1.808449e-06
10 1	 97   1.362255e+03   1.753092e-06
10 1	 98   1.362258e+03   1.699972e-06
10 1	 99   1.362261e+03   1.648976e-06
10 1	100   1.362264e+03   1.600000e-06
12 1	  6   1.908472e+03   7.407407e-03
12 1	  7   1.922939e+03   4.664723e-03
12 1	  8   1.932328e+03   3.125000e-03
12 1	  9   1.938765e+03   2.194787e-03
12 1	 10   1.943370e+03   1.600000e-03
12 1	 11   1.946777e+03   1.202104e-03
12 1	 12   1.949368e+03   9.259259e-04
12 1	 13   1.951385e+03   7.282658e-04
12 1	 14   1.952985e+03   5.830904e-04
12 1	 15   1.954276e+03   4.740741e-04
12 1	 16   1.955332e+03   3.906250e-04
12 1	 17   1.956208e+03   3.256666e-04
12 1	 18   1.956941e+03   2.743484e-04
12 1	 19   1.957562e+03   2.332702e-04
12 1	 20   1.958092e+03   2.000000e-04
12 1	 21   1.958549e+03   1.727675e-04
12 1	 22   1.958944e+03   1.502630e-04
12 1	 23   1.959289e+03   1.315032e-04
12 1	 24   1.959592e+03   1.157407e-04
12 1	 25   1.959859e+03   1.024000e-04
12 1	 26   1.960096e+03   9.103323e-05
12 1	 27   1.960307e+03   8.128842e-05
12 1	 28   1.960496e+03   7.288630e-05
12 1	 29   1.960666e+03   6.560335e-05
12 1	 30   1.960819e+03   5.925926e-05
12 1	 31   1.960957e+03   5.370750e-05
12 1	 32   1.961083e+03   4.882813e-05
12 1	 33   1.961197e+03   4.452236e-05
12 1	 34   1.961302e+03   4.070832e-05
12 1	 35   1.961398e+03   3.731778e-05
12 1	 36   1.961485e+03   3.429355e-05
12 1	 37   1.961566e+03   3.158747e-05
12 1	 38   1.961641e+03   2.915877e-05
12 1	 39   1.961709e+03   2.697281e-05
12 1	 40   1.961773e+03   2.500000e-05
12 1	 41   1.961832e+03   2.321499e-05
12 1	 42   1.961887e+03   2.159594e-05
12 1	 43   1.961938e+03   2.012401e-05
12 1	 44   1.961986e+03   1.878287e-05
12 1	 45   1.962031e+03   1.755830e-05
12 1	 46   1.962072e+03   1.643791e-05
12 1	 47   1.962111e+03   1.541084e-05
12 1	 48   1.962148e+03   1.446759e-05
12 1	 49   1.962182e+03   1.359978e-05
12 1	 50   1.962215e+03   1.280000e-05
12 1	 51   1.962245e+03   1.206173e-05
12 1	 52   1.962274e+03   1.137915e-05
12 1	 53   1.962301e+03   1.074713e-05
12 1	 54   1.962327e+03   1.016105e-05
12 1	 55   1.962351e+03   9.616829e-06
12 1	 56   1.962374e+03   9.110787e-06
12 1	 57   1.962396e+03   8.639635e-06
12 1	 58   1.962416e+03   8.200418e-06
12 1	 59   1.962436e+03   7.790475e-06
12 1	 60   1.962455e+03   7.407407e-06
12 1	 61   1.962472e+03   7.049048e-06
12 1	 62   1.962489e+03   6.713437e-06
12 1	 63   1.962505e+03   6.398797e-06
12 1	 64   1.962521e+03   6.103516e-06
12 1	 65   1.962535e+03   5.826127e-06
12 1	 66   1.962549e+03   5.565295e-06
12 1	 67   1.962563e+03   5.319803e-06
12 1	 68   1.962575e+03   5.088541e-06
12 1	 69   1.962588e+03   4.870491e-06
12 1	 70   1.962599e+03   4.664723e-06
12 1	 71   1.962611e+03   4.470385e-06
12 1	 72   1.962621e+03   4.286694e-06
12 1	 73   1.962632e+03   4.112931e-06
12 1	 74   1.962642e+03   3.948433e-06
12 1	 75   1.962651e+03   3.792593e-06
12 1	 76   1.962660e+03   3.644846e-06
12 1	 77   1.962669e+03   3.504675e-06
12 1	 78   1.962677e+03   3.371601e-06
12 1	 79   1.962685e+03   3.245179e-06
12 1	 80   1.962693e+03   3.125000e-06
12 1	 81   1.962701e+03   3.010682e-06
12 1	 82   1.962708e+03   2.901873e-06
12 1	 83   1.962715e+03   2.798245e-06
12 1	 84   1.962722e+03   2.699492e-06
12 1	 85   1.962728e+03   2.605333e-06
12 1	 86   1.962735e+03   2.515502e-06
12 1	 87   1.962741e+03   2.429754e-06
12 1	 88   1.962747e+03   2.347859e-06
12 1	 89   1.962752e+03   2.269603e-06
12 1	 90   1.962758e+03   2.194787e-06
12 1	 91   1.962763e+03   2.123224e-06
12 1	 92   1.962768e+03   2.054738e-06
12 1	 93   1.962773e+03   1.989167e-06
12 1	 94   1.962778e+03   1.926355e-06
12 1	 95   1.962782e+03   1.866161e-06
12 1	 96   1.962787e+03   1.808449e-06
12 1	 97   1.962791e+03   1.753092e-06
12 1	 98   1.962796e+03   1.699972e-06
12 1	 99   1.962800e+03   1.648976e-06
12 1	100   1.962804e+03   1.600000e-06
13 1	  6   2.240583e+03   7.407407e-03
13 1	  7   2.257567e+03   4.664723e-03
13 1	  8   2.268591e+03   3.125000e-03
13 1	  9   2.276148e+03   2.194787e-03
13 1	 10   2.281554e+03   1.600000e-03
13 1	 11   2.285554e+03   1.202104e-03
13 1	 12   2.288596e+03   9.259259e-04
13 1	 13   2.290963e+03   7.282658e-04
13 1	 14   2.292842e+03   5.830904e-04
13 1	 15   2.294357e+03   4.740741e-04
13 1	 16   2.295598e+03   3.906250e-04
13 1	 17   2.296626e+03   3.256666e-04
13 1	 18   2.297487e+03   2.743484e-04
13 1	 19   2.298216e+03   2.332702e-04
13 1	 20   2.298838e+03   2.000000e-04
13 1	 21   2.299374e+03   1.727675e-04
13 1	 22   2.299838e+03   1.502630e-04
13 1	 23   2.300243e+03   1.315032e-04
13 1	 24   2.300599e+03   1.157407e-04
13 1	 25   2.300913e+03   1.024000e-04
13 1	 26   2.301191e+03   9.103323e-05
13 1	 27   2.301439e+03   8.128842e-05
13 1	 28   2.301660e+03   7.288630e-05
13 1	 29   2.301860e+03   6.560335e-05
13 1	 30   2.302039e+03   5.925926e-05
13 1	 31   2.302202e+03   5.370750e-05
13 1	 32   2.302349e+03   4.882813e-05
13 1	 33   2.302484e+03   4.452236e-05
13 1	 34   2.302606e+03   4.070832e-05
13 1	 35   2.302719e+03   3.731778e-05
13 1	 36   2.302822e+03   3.429355e-05
13 1	 37   2.302917e+03   3.158747e-05
13 1	 38   2.303004e+03   2.915877e-05
13 1	 39   2.303085e+03   2.697281e-05
13 1	 40   2.303160e+03   2.500000e-05
13 1	 41   2.303229e+03   2.321499e-05
13 1	 42   2.303294e+03   2.159594e-05
13 1	 43   2.303354e+03   2.012401e-05
13 1	 44   2.303410e+03   1.878287e-05
13 1	 45   2.303462e+03   1.755830e-05
13 1	 46   2.303511e+03   1.643791e-05
13 1	 47   2.303557e+03   1.541084e-05
13 1	 48   2.303600e+03   1.446759e-05
13 1	 49   2.303640e+03   1.359978e-05
13 1	 50   2.303678e+03   1.280000e-05
13 1	 51   2.303714e+03   1.206173e-05
13 1	 52   2.303748e+03   1.137915e-05
13 1	 53   2.303780e+03   1.074713e-05
13 1	 54   2.303810e+03   1.016105e-05
13 1	 55   2.303838e+03   9.616829e-06
13 1	 56   2.303865e+03   9.110787e-06
13 1	 57   2.303891e+03   8.639635e-06
13 1	 58   2.303915e+03   8.200418e-06
13 1	 59   2.303938e+03   7.790475e-06
13 1	 60   2.303960e+03   7.407407e-06
13 1	 61   2.303981e+03   7.049048e-06
13 1	 62   2.304000e+03   6.713437e-06
13 1	 63   2.304019e+03   6.398797e-06
13 1	 64   2.304037e+03   6.103516e-06
13 1	 65   2.304055e+03   5.826127e-06
13 1	 66   2.304071e+03   5.565295e-06
13 1	 67   2.304087e+03   5.319803e-06
13 1	 68   2.304102e+03   5.088541e-06
13 1	 69   2.304116e+03   4.870491e-06
13 1	 70   2.304130e+03   4.664723e-06
13 1	 71   2.304143e+03   4.470385e-06
13 1	 72   2.304155e+03   4.286694e-06
13 1	 73   2.304168e+03   4.112931e-06
13 1	 74   2.304179e+03   3.948433e-06
13 1	 75   2.304190e+03   3.792593e-06
13 1	 76   2.304201e+03   3.644846e-06
13 1	 77   2.304211e+03   3.504675e-06
13 1	 78   2.304221e+03   3.371601e-06
13 1	 79   2.304231e+03   3.245179e-06
13 1	 80   2.304240e+03   3.125000e-06
13 1	 81   2.304249e+03   3.010682e-06
13 1	 82   2.304257e+03   2.901873e-06
13 1	 83   2.304265e+03   2.798245e-06
13 1	 84   2.304273e+03   2.699492e-06
13 1	 85   2.304281e+03   2.605333e-06
13 1	 86   2.304288e+03   2.515502e-06
13 1	 87   2.304296e+03   2.429754e-06
13 1	 88   2.304302e+03   2.347859e-06
13 1	 89   2.304309e+03   2.269603e-06
13 1	 90   2.304315e+03   2.194787e-06
13 1	 91   2.304322e+03   2.123224e-06
13 1	 92   2.304328e+03   2.054738e-06
13 1	 93   2.304334e+03   1.989167e-06
13 1	 94   2.304339e+03   1.926355e-06
13 1	 95   2.304345e+03   1.866161e-06
13 1	 96   2.304350e+03   1.808449e-06
13 1	 97   2.304355e+03   1.753092e-06
13 1	 98   2.304360e+03   1.699972e-06
13 1	 99   2.304365e+03   1.648976e-06
13 1	100   2.304370e+03   1.600000e-06
14 1	  6   2.599431e+03   7.407407e-03
14 1	  7   2.619135e+03   4.664723e-03
14 1	  8   2.631923e+03   3.125000e-03
14 1	  9   2.640691e+03   2.194787e-03
14 1	 10   2.646963e+03   1.600000e-03
14 1	 11   2.651603e+03   1.202104e-03
14 1	 12   2.655133e+03   9.259259e-04
14 1	 13   2.657879e+03   7.282658e-04
14 1	 14   2.660059e+03   5.830904e-04
14 1	 15   2.661817e+03   4.740741e-04
14 1	 16   2.663256e+03   3.906250e-04
14 1	 17   2.664448e+03   3.256666e-04
14 1	 18   2.665448e+03   2.743484e-04
14 1	 19   2.666294e+03   2.332702e-04
14 1	 20   2.667016e+03   2.000000e-04
14 1	 21   2.667637e+03   1.727675e-04
14 1	 22   2.668176e+03   1.502630e-04
14 1	 23   2.668646e+03   1.315032e-04
14 1	 24   2.669058e+03   1.157407e-04
14 1	 25   2.669422e+03   1.024000e-04
14 1	 26   2.669745e+03   9.103323e-05
14 1	 27   2.670032e+03   8.128842e-05
14 1	 28   2.670290e+03   7.288630e-05
14 1	 29   2.670521e+03   6.560335e-05
14 1	 30   2.670729e+03   5.925926e-05
14 1	 31   2.670918e+03   5.370750e-05
14 1	 32   2.671089e+03   4.882813e-05
14 1	 33   2.671245e+03   4.452236e-05
14 1	 34   2.671387e+03   4.070832e-05
14 1	 35   2.671517e+03   3.731778e-05
14 1	 36   2.671637e+03   3.429355e-05
14 1	 37   2.671747e+03   3.158747e-05
14 1	 38   2.671848e+03   2.915877e-05
14 1	 39   2.671942e+03   2.697281e-05
14 1	 40   2.672029e+03   2.500000e-05
14 1	 41   2.672109e+03   2.321499e-05
14 1	 42   2.672184e+03   2.159594e-05
14 1	 43   2.672254e+03   2.012401e-05
