1	1.       
2	9.77e-2  
6	2.40e-4  
7	7.59e-5  
8	4.90e-4  
10	8.71e-5  
12	2.51e-5  
13	2.14e-6  
14	1.86e-5  
16	1.23e-5  
18	2.57e-6  
20	1.58e-6  
26	2.69e-5  
28	1.12e-6  
